time,open,high,low,close,Volume
1557093600,7748.75,7750,7668.75,7694.5,578
1557108000,7693.75,7722.25,7675.25,7714.5,591
1557122400,7719.75,7725,7673.25,7691,1022
1557136800,7692.75,7752.75,7676.5,7751,12396
1557151200,7751,7787.25,7733,7771.75,52636
1557165600,7771.5,7817.5,7741,7741,24698
1557180000,7745.25,7765.25,7735,7753.5,2279
1557194400,7755.25,7765,7738.5,7749.75,1276
1557208800,7748.25,7804,7748.25,7762.25,2131
1557223200,7763,7765.75,7695.25,7709.75,25005
1557237600,7709,7710.5,7607,7623.75,75671
1557252000,7622.75,7675.25,7581.5,7672,52994
1557266400,7668.5,7678.75,7646.75,7676.25,2707
1557280800,7674.75,7688,7666,7675.25,2066
1557295200,7676.5,7697.75,7634.5,7634.5,4862
1557309600,7634.25,7660.5,7600.75,7647,60031
1557324000,7647.25,7691.25,7617,7664,88374
1557338400,7666.5,7682.25,7626.5,7641.5,13308
1557352800,7640,7644.25,7596,7615.5,3752
1557367200,7614,7614,7586.5,7599.25,3408
1557381600,7602,7603.5,7558.75,7576.75,4113
1557396000,7577.25,7593.5,7501.75,7525,30459
1557410400,7524,7617,7481.25,7595.25,115049
1557424800,7596.75,7609.75,7555,7592.5,24852
1557439200,7592,7653.5,7573.75,7645.25,8808
1557453600,7644,7644,7530.75,7583.75,8781
1557468000,7584.5,7608.5,7567.5,7584.25,2656
1557482400,7582.5,7612.5,7525,7550,25423
1557496800,7550.75,7574,7435.5,7569.75,96074
1557511200,7569.5,7636.5,7545,7610.25,23580
1557698400,7601,7601,7507,7528.25,4682
1557712800,7528.75,7531.25,7510.25,7516,1624
1557727200,7516.25,7522,7470.75,7492,5127
1557741600,7492.5,7495.5,7375.25,7391.5,35200
1557756000,7391.25,7397.25,7318.75,7358.75,68324
1557770400,7358.75,7385.25,7304.75,7314.25,35572
1557784800,7315.5,7365.75,7286,7359.75,5365
1557799200,7359.25,7372.25,7353.75,7363,2167
1557813600,7363,7383.75,7344.5,7380.75,4343
1557828000,7381.25,7399.5,7345.75,7361.75,17821
1557842400,7362.75,7459.5,7362.5,7453.5,42417
1557856800,7453.5,7456,7408.5,7426,16734
1557871200,7427,7448.5,7408.5,7442.75,3511
1557885600,7441.5,7454.75,7427,7453.5,2408
1557900000,7452.25,7457,7403.75,7406,6034
1557914400,7406,7414.5,7353.75,7409,20718
1557928800,7408,7529.75,7406.25,7526,51589
1557943200,7525.75,7538.5,7512.5,7527.25,13885
1557957600,7517,7527.5,7473.25,7486,5644
1557972000,7487.5,7512,7480.75,7493.75,4223
1557986400,7494.75,7536.75,7480,7534,6146
1558000800,7534.25,7584.75,7511.5,7579.5,30088
1558015200,7580,7641.25,7573.75,7598.75,50477
1558029600,7598.25,7620.75,7576.25,7603,26860
