time,open,high,low,close,Volume
1557093600,7865,7865,7668.75,7803.5,91921
1557180000,7745.25,7804,7581.5,7674,159356
1557266400,7668.5,7697.75,7600.75,7647.5,174381
1557352800,7640,7644.25,7481.25,7595.25,181633
1557439200,7592,7653.5,7435.5,7610.25,165887
1557698400,7601,7601,7304.75,7314.75,150689
1557784800,7315.25,7459.5,7286,7421,88949
1557871200,7427,7538.5,7353.75,7529.25,104030
1557957600,7517,7641.25,7473.25,7600.25,123439
1558044000,7598,7619.75,7506.5,7511.5,177353
1558303200,7512.75,7559.5,7361.5,7391.75,204873
1558389600,7406,7485.25,7400.75,7464,149067
1558476000,7459.25,7474.75,7391,7430,120572
1558562400,7427.75,7434.5,7268.25,7311,233141
1558648800,7316.75,7379.5,7296.75,7315.5,137333
1558908000,7314.75,7371.5,7280.75,7295.25,171179
1559080800,7290.75,7296,7183.25,7216,208278
1559167200,7211.75,7271.25,7208.75,7255.25,149510
1559253600,7253.5,7256,7129.5,7133.5,201659
1559512800,7114.75,7132.5,6940.5,6993.75,269577
1559599200,7008.25,7187.25,6981.5,7179.25,204238
1559685600,7188.25,7245.25,7150,7228.5,195056
1559772000,7220.5,7299.5,7180.75,7282.25,153720
1559858400,7265.5,7452.5,7258,7419.5,168532
1560117600,7461.25,7578.25,7431.5,7515.5,160173
1560204000,7516,7601,7492.5,7518.25,145223
1560290400,7519,7531,7461,7473.25,109633
1560376800,7477,7536,7421.5,7522.75,114951
1560463200,7509.75,7521,7451.75,7478.25,59373
1560722400,7483.75,7550.75,7480.75,7534.25,17664
1560808800,7568.25,7721.75,7541.25,7673.5,150048
1560895200,7667.25,7713.5,7630,7702,123393
1560981600,7701.75,7820.75,7693.25,7772.75,133323
1561068000,7765,7803.5,7725.75,7751.5,187707
1561327200,7744,7794,7716.75,7758.75,101019
1561413600,7754.75,7779.75,7609.5,7628.75,184586
1561500000,7635.5,7719,7616,7650,158386
1561586400,7642,7716.75,7642,7690.5,121969
1561672800,7686.5,7726,7664.25,7693.75,128473
1561932000,7750.25,7850.25,7750.25,7790,170785
1562018400,7794.5,7843.25,7762.75,7838.25,135661
1562104800,7842.5,7893,7824.75,7887.5,88853
1562191200,7888.5,7909.25,7797,7851.5,176026
1562536800,7855,7864.25,7777.75,7801,126114
1562623200,7802,7858.75,7743.25,7845.25,176786
1562709600,7847.5,7949.5,7811.5,7928.75,240034
1562796000,7924.75,7963.25,7894.25,7918.75,242410
1562882400,7915.75,7967.75,7912,7960,167822
1563141600,7956.25,7992,7941.25,7986.75,156861
1563228000,7983.25,8001.5,7924,7942.75,190916
1563314400,7937.5,7966.5,7868.25,7885.5,189309
1563400800,7868,7954.75,7833,7933.5,260130
1563487200,7950,7980.5,7815,7842.75,271517
1563746400,7826.75,7936.25,7825.5,7924.75,220798
1563832800,7928,7985.75,7908.25,7983.75,234497
1563919200,7945,8051.75,7925.75,8038,200968
1564005600,8003.75,8034.25,7917.25,7981.75,293063
1564092000,7991,8040.5,7987.75,8019.75,185702
1564351200,8015.5,8031.75,7951.5,8001.25,141883
1564437600,8002.25,8019.75,7928.25,7963.25,180821
1564524000,7990.75,8001.75,7782,7866.75,309747
1564610400,7835,8014.5,7777,7808.25,427662
1564696800,7796.25,7805.5,7650,7702.25,335463
1564956000,7706,7706,7359.75,7385.25,380437
1565042400,7352,7548.75,7225,7515.5,394039
1565128800,7514.5,7577.25,7387.75,7553.25,441870
1565215200,7550.25,7738.5,7526.25,7735.75,306070
1565301600,7714,7724,7596.75,7660.25,336370
1565560800,7654,7709.75,7534.75,7566.75,290029
1565647200,7569.25,7789.25,7513.75,7748,314303
1565733600,7749.5,7767.5,7477.25,7488.75,448720
1565820000,7477.25,7573.25,7388.5,7496.25,474072
1565906400,7511.25,7632.25,7502.25,7611.75,281103
1566165600,7615,7750.25,7613,7727.5,171823
1566252000,7720,7752.5,7655.5,7668,201907
1566338400,7657.5,7765.75,7651.5,7750.25,146409
1566424800,7757,7782.25,7653.75,7711.25,214428
1566511200,7704.25,7762,7448,7504.5,357710
1566770400,7454,7626,7311.75,7590.5,237456
1566856800,7590.5,7648.75,7536.75,7562.75,252969
1566943200,7568.5,7605.75,7503.75,7599.25,219514
1567029600,7583.25,7730.25,7548.5,7712,178115
1567116000,7705.75,7770.25,7646,7690.75,186863
1567375200,7644,7695.75,7581.5,7617.5,288620
1567548000,7617.5,7729.75,7608.25,7722.75,183844
1567634400,7720.25,7886.5,7717.75,7855.5,194788
1567720800,7853.25,7895.5,7838.5,7857.75,151663
1567980000,7858.25,7887.25,7798.5,7830.75,138383
1568066400,7833,7857.75,7744.25,7815,193189
1568152800,7818.25,7899.75,7786.5,7889.75,152493
1568239200,7892,7982,7886.75,7921.5,183512
1568325600,7915.75,7958.25,7881.25,7886,43357
1568584800,7864.25,7873.25,7776.5,7856.5,24778
1568671200,7886.75,7921.5,7850.5,7914.5,120307
1568757600,7913.5,7929,7813.25,7918,134056
1568844000,7922,7974,7852.75,7918,155371
1568930400,7919.5,7952.25,7811.25,7830.5,171441
1569189600,7834.5,7897,7807.75,7850.5,150436
1569276000,7866.5,7904.25,7701.75,7735.25,249773
1569362400,7735.25,7844.25,7663.75,7820.25,229505
1569448800,7822,7842.5,7735,7787.25,212869
1569535200,7787,7822,7640.75,7701.25,259467
1569794400,7727.75,7788.75,7705.5,7770.5,205146
1569880800,7781,7841.5,7691,7695.5,271074
1569967200,7710.75,7730.5,7525.5,7546.25,340691
1570053600,7559.5,7660,7474.75,7658.5,321156
1570140000,7659.5,7773.75,7616.25,7767.25,230569
1570399200,7733.25,7799.75,7698.75,7740,202812
1570485600,7740,7784.5,7613.25,7622,256301
1570572000,7622.5,7731.75,7605,7699.75,185053
1570658400,7702,7798.25,7583,7760.25,210453
1570744800,7783.25,7918.25,7767,7859,234411
1571004000,7853.5,7894.5,7807,7857.5,146651
1571090400,7858.75,7971.75,7858.75,7959.75,164287
1571176800,7961.25,7961.25,7907.75,7948.5,169205
1571263200,7954,7994.75,7922.75,7952.75,164252
1571349600,7951.25,7958.25,7835.5,7880.75,191999
1571608800,7875.75,7951.25,7865,7948.25,158512
1571695200,7948.25,7988.5,7837.5,7858.75,192669
1571781600,7850,7918,7810.5,7901.5,202974
1571868000,7920,7985,7912.75,7928.25,190437
1571954400,7929.5,8041.5,7918.25,8035.75,186376
1572213600,8048,8126.75,8048,8094.75,147786
1572300000,8106,8119,8050.5,8055.25,175581
1572386400,8056.75,8142,8020.75,8111.25,189949
