time,open,high,low,close,Volume
1704150000,17018.75,17037,17013.75,17029.75,9741
1704153600,17029.75,17030.75,17018.5,17027,4373
1704157200,17026.75,17038.5,17011,17014.25,11024
1704160800,17014.5,17019,17001,17008.5,7089
1704164400,17008.25,17013,17002.25,17007,4192
1704168000,17007,17013.25,17003.5,17007.75,3103
1704171600,17008,17019.25,17006.5,17017.5,4037
1704175200,17018,17019.25,17003,17004.5,4055
1704178800,17004.25,17023,17004,17016.75,6473
1704182400,17017.5,17036.75,17015.75,17027.25,11314
1704186000,17027.25,17028.5,16987.75,16994.75,17170
1704189600,16994.5,16997.5,16968.25,16971.5,15014
1704193200,16971,16977,16845.25,16875,52289
1704196800,16875.25,16878.25,16815.75,16823.5,37699
1704200400,16823.25,16855.75,16816.75,16852.5,40406
1704204000,16852.75,16877.5,16719.5,16763.25,216596
1704207600,16763.25,16788.75,16685,16710.25,182174
1704211200,16710.75,16785.5,16709,16777.75,91840
1704214800,16778.5,16787.75,16716.75,16720.25,79793
1704218400,16720.25,16742.25,16688,16696.25,72432
1704222000,16696.5,16707.75,16652.75,16655,74497
1704225600,16654.5,16726,16622,16721,107171
1704229200,16720.75,16736.5,16714,16731.5,16483
1704236400,16740,16740,16717.25,16724.5,6338
1704240000,16724.75,16729.25,16714.75,16716.5,4445
1704243600,16716.5,16721,16707,16712,6133
1704247200,16711.5,16715,16700,16702.75,4799
1704250800,16703.25,16709.25,16701,16703.25,3457
1704254400,16703.25,16704.75,16692.75,16694.75,4464
1704258000,16695,16706,16688.5,16704.75,5691
1704261600,16704.5,16716.75,16700.25,16711.5,5049
1704265200,16711,16713.75,16701.5,16709.75,5465
1704268800,16709.5,16729.5,16672.25,16674.25,19005
1704272400,16674.25,16688.5,16641.25,16642.5,22933
1704276000,16642.5,16674.25,16637,16657.5,17982
1704279600,16657.75,16665.75,16635.75,16648.5,14414
1704283200,16648.5,16649.25,16603,16609.25,30207
1704286800,16609.25,16646,16597.5,16617.25,41374
1704290400,16617.25,16642,16581.5,16615,176250
1704294000,16610.5,16653.75,16543.5,16595,236951
1704297600,16595,16617.75,16558.5,16562.25,117847
1704301200,16562.75,16604.75,16549.5,16600.5,74034
1704304800,16600.25,16619.75,16571,16584.25,61653
1704308400,16580.75,16628.5,16529.25,16590.5,167662
1704312000,16590.5,16596.75,16522.25,16540.5,115647
1704315600,16540.75,16542.75,16527,16542.25,13048
1704322800,16543.25,16563,16543.25,16549.5,7152
1704326400,16549.5,16563.25,16533,16560,8205
1704330000,16560,16562.75,16549.25,16555.75,6038
1704333600,16556,16557.25,16542.75,16552,4341
