time,open,high,low,close,Volume
1769986800,25530,25539,25469.75,25471.75,8289
1769986920,25471.5,25484,25432.5,25474,7404
1769987040,25473,25498.5,25461.5,25463.25,4466
1769987160,25463.25,25474.25,25439.5,25468.75,3244
1769987280,25470.5,25473.75,25418.5,25422,2962
1769987400,25423.25,25427.75,25400.5,25407.25,4048
1769987520,25407.25,25454.75,25406,25446,3259
1769987640,25446,25465.5,25435.5,25445.75,2476
1769987760,25446.5,25462,25445.25,25458,908
1769987880,25459.25,25459.25,25413.5,25420.25,2800
1769988000,25420,25438.75,25413,25427,2280
1769988120,25426.75,25427.5,25408.25,25420.25,2041
1769988240,25420,25445.5,25419.75,25441.5,1819
1769988360,25441.25,25444.25,25391.25,25392.75,3228
1769988480,25393,25445.25,25373.25,25434.75,5043
1769988600,25433.5,25465.25,25418.5,25454,3659
1769988720,25454.75,25489,25451.25,25486.75,3466
1769988840,25485.75,25510.25,25481.5,25509.25,2815
1769988960,25510.25,25529.25,25509.25,25523,2727
1769989080,25523.5,25524.5,25503.75,25518.75,2015
1769989200,25517.75,25520,25504.75,25516.75,1262
1769989320,25516.75,25542.75,25510.25,25539.5,1756
1769989440,25540.25,25564,25539,25549.5,3860
1769989560,25550,25570.75,25546.5,25546.75,2485
1769989680,25546.5,25558.5,25542.25,25543.25,1566
1769989800,25543.5,25550,25528.75,25535,2112
1769989920,25534.25,25556.25,25533.75,25545.5,1768
1769990040,25545.75,25560.25,25532.25,25535,1825
1769990160,25536,25549,25532.75,25538.75,1231
1769990280,25538.75,25544.75,25529.75,25533.5,877
1769990400,25532.75,25538.5,25492,25499.25,4419
1769990520,25499.25,25526.25,25487.25,25492.25,3019
1769990640,25492.5,25515,25488.5,25509.5,1462
1769990760,25510.25,25520,25498,25505.75,1233
1769990880,25506,25569.5,25506,25563.5,3911
1769991000,25563.25,25569.75,25546.75,25564.75,2481
1769991120,25565.25,25596.5,25558.25,25588.5,3539
1769991240,25589,25607,25581.75,25586,3192
1769991360,25585.25,25604,25584.75,25589.5,1650
1769991480,25589.25,25615.25,25578.75,25597.5,3084
1769991600,25596.5,25613.25,25595.75,25599.25,1770
1769991720,25599.25,25621.5,25599,25613.75,2161
1769991840,25614,25617.75,25594.25,25597.25,1600
1769991960,25597,25634.25,25597,25623.25,2582
1769992080,25622.75,25624.25,25606.25,25612.5,1895
1769992200,25613.75,25623.25,25602,25613.25,1823
1769992320,25613.75,25621,25591.75,25602.75,1858
1769992440,25603.75,25618.5,25593.5,25618.5,1528
1769992560,25618.25,25637,25617.5,25637,2016
1769992680,25636.5,25646,25623.25,25627.5,2401
1769992800,25627.25,25636,25625.75,25631.25,1205
1769992920,25630.25,25635.25,25626.25,25628.5,1103
1769993040,25628.75,25630.25,25612,25619.25,2089
1769993160,25619.25,25632.25,25617.25,25629.75,1308
1769993280,25629.5,25629.75,25611,25616.25,1374
1769993400,25616.75,25629.75,25611,25628,1018
1769993520,25626.25,25633.75,25617.5,25629,1133
1769993640,25628,25630,25607.5,25608.25,1178
1769993760,25608.5,25615,25594,25605.5,1737
1769993880,25606,25613.25,25601,25604,848
1769994000,25604.5,25628.5,25596.75,25628.5,2667
1769994120,25628.25,25637.5,25622,25629,1834
1769994240,25628,25634,25598.75,25600,1810
1769994360,25599.75,25610.75,25577.25,25578,3204
1769994480,25577.5,25580.5,25547,25548.25,4640
1769994600,25548,25550.75,25522.75,25527,3579
1769994720,25527.25,25527.25,25482.5,25486,4496
1769994840,25486.75,25517,25477.25,25508.75,4311
1769994960,25508.25,25527.25,25481,25519,4108
1769995080,25519.75,25531.5,25503.75,25504.25,2824
